bgg_id,name,year,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,cooperative,compilation,compilation_of,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id,game_type,designer,artist,mechanic,category,family,publisher,avg_time
1,Die Macher,1986.0,3.0,5.0,4.0,5.0,5.0,5.0,14.0,14.02777777777778,240.0,240.0,,,,,,369.0,5632.0,7.60139,1.5751,7.06367,4.3144,1.1666666666666663,,,,,,,Strategy Game,Karl-Heinz Schmiel,,,,,,
2,Dragonmaster,1981.0,3.0,4.0,3.0,4.0,3.0,4.0,12.0,,30.0,30.0,,,,2174,,4490.0,584.0,6.65823,1.46752,5.76599,1.9636,,,,,,,,Strategy Game,"G. W. ""Jerry"" D'Arcey",Bob Pepper,Trick-taking,,,,30.0
3,Samurai,1998.0,2.0,4.0,2.0,4.0,3.0,3.0,10.0,9.733333333333333,30.0,60.0,,,,,,252.0,15863.0,7.45913,1.19279,7.22869,2.4784,1.006578947368421,,,,,,,Strategy Game,Reiner Knizia,Franz Vohwinkel,,,,,45.0
4,Tal der Könige,1992.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,60.0,60.0,,,,,,5990.0,351.0,6.62296,1.23667,5.6666,2.6667,,,,,,,,Strategy Game,Christian Beierer,Thomas di Paolo,,Ancient,,KOSMOS,60.0
5,Acquire,1964.0,2.0,6.0,3.0,6.0,4.0,4.0,12.0,11.728571428571428,90.0,90.0,,,,,,319.0,19494.0,7.33439,1.33603,7.12541,2.4985,1.095890410958904,,,,,,,Strategy Game,Sid Sackson,,,,,,90.0
6,Mare Mediterraneum,1989.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,240.0,240.0,,,,,,12146.0,84.0,6.54583,1.66285,5.54166,3.0,,,,,,,,,Jean du Poël,Jean du Poël,Dice Rolling,,,Historien Spiele Galerie (Historien Spielegalerie),
7,Cathedral,1978.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,20.0,20.0,,,,,,2203.0,3504.0,6.53356,1.34404,6.12556,1.7872,,,,,,,,Abstract Game,Robert P. Moore,S. Mattusek,,,,,20.0
8,Lords of Creation,1993.0,2.0,5.0,2.0,5.0,2.0,5.0,12.0,,120.0,120.0,,,,,,10575.0,209.0,6.05493,1.36835,5.55656,2.4,,,,,,,,,Martin Wallace,Bryan King,Modular Board,,,,120.0
9,El Caballero,1998.0,2.0,4.0,2.0,4.0,2.0,4.0,13.0,,90.0,90.0,,,,,,3348.0,1423.0,6.44667,1.43825,5.89661,3.1867,,,,,,,,Strategy Game,,Doris Matthäus,,Exploration,Game: El Grande,,90.0
10,Elfenland,1998.0,2.0,6.0,3.0,6.0,4.0,4.0,10.0,8.11111111111111,60.0,60.0,,,,711,,1251.0,8706.0,6.68721,1.25205,6.45397,2.157,1.0,,,,,,,Family Game,Alan R. Moon,,,,,,60.0
11,Bohnanza,1997.0,2.0,7.0,3.0,7.0,4.0,5.0,12.0,8.10919540229885,45.0,45.0,,,,,,501.0,43523.0,7.04409,1.29768,6.93174,1.6714,1.0294117647058822,,,,,,,Family Game,Uwe Rosenberg,,,,,,45.0
12,Ra,1999.0,2.0,5.0,2.0,5.0,3.0,4.0,12.0,9.772727272727272,45.0,60.0,,,,,,172.0,22003.0,7.53327,1.33845,7.35844,2.3419,1.04375,,,,,,,Strategy Game,Reiner Knizia,,,,,,52.5
13,CATAN,1995.0,3.0,4.0,3.0,4.0,4.0,4.0,10.0,8.29757085020243,60.0,120.0,,,,,,496.0,119186.0,7.10855,1.48869,6.93736,2.301,2.015679442508711,,,,,,,,Klaus Teuber,,,,,,90.0
14,Basari,1998.0,3.0,4.0,3.0,4.0,4.0,4.0,10.0,,25.0,25.0,,,,,,2341.0,1683.0,6.75001,1.21769,6.08652,1.8571,,,,,,,,,Reinhard Staupe,,,Negotiation,,,25.0
15,Cosmic Encounter,1977.0,2.0,6.0,4.0,6.0,4.0,5.0,12.0,,90.0,90.0,,,,,,1360.0,3948.0,6.91767,1.83024,6.40109,2.3706,,,,,,,,,,,,,,,90.0
16,MarraCash,1996.0,3.0,4.0,3.0,4.0,4.0,4.0,12.0,,60.0,60.0,,,,,,2813.0,1039.0,6.87938,1.21421,5.98641,2.1489,,,,,,,,Strategy Game,Stefan Dorra,,Auction/Bidding,Economic,,KOSMOS,60.0
17,Button Men,1999.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,5.0,5.0,,,,14867,"226312,226085",4776.0,821.0,6.36401,1.51735,5.74238,1.52,,,,,,,,Customizable,James Ernest,,,,,,
18,RoboRally,1994.0,2.0,8.0,3.0,8.0,5.0,6.0,12.0,9.971428571428572,45.0,120.0,,,,,,532.0,23534.0,7.06528,1.54323,6.90882,2.429,2.7142857142857144,,,,,,,,Richard Garfield,,,,,,82.5
19,Wacky Wacky West,1991.0,2.0,4.0,3.0,4.0,4.0,4.0,9.0,,30.0,45.0,,,,,,3528.0,1885.0,6.27447,1.23732,5.86952,1.8323,,,,,,,,Family Game,Klaus Teuber,,,,,,37.5
20,Full Metal Planète,1988.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,90.0,90.0,,,,,,2608.0,755.0,7.51839,1.52351,6.02761,3.1429,,,,,,,,Strategy Game,,Pascal Trigaux,,,,Ludodélire,90.0
21,Gateway to the Stars,1994.0,1.0,7.0,1.0,7.0,1.0,7.0,12.0,,,,,,,,,20275.0,33.0,5.54545,1.61604,5.5,3.0,,,,,,,,,Mark A. Snowden,,,,,Twentieth Century Renaissance,
22,Magic Realm,1979.0,1.0,16.0,1.0,8.0,3.0,4.0,12.0,14.3,240.0,240.0,,,,,,1488.0,2096.0,7.27678,1.98431,6.34234,4.5457,,,,,,,,,Richard Hamblen,,,,,,
23,Divine Right,1979.0,2.0,6.0,3.0,6.0,4.0,6.0,12.0,,360.0,360.0,,,,,,4082.0,583.0,7.15439,1.63166,5.80869,3.2,,,,,,,,,,,,,,,
24,Twilight Imperium,1997.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,240.0,240.0,,,,,,4481.0,705.0,6.62941,1.68404,5.76698,3.4906,,,,,,,,Thematic,Christian T. Petersen,Bill Heagy,,,,Fantasy Flight Games,
25,Battlemist,1998.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,200.0,200.0,,,,,,10989.0,325.0,5.91587,1.4459,5.55152,3.2,,,,,,,,,Christian T. Petersen,,,,,Fantasy Flight Games,
26,Age of Renaissance,1996.0,3.0,6.0,4.0,6.0,5.0,6.0,12.0,,120.0,300.0,,,,,,1589.0,2188.0,7.09401,1.7442,6.30315,3.8535,,,,,,,,Strategy Game,,,,,Continents: Europe,,210.0
27,Supremacy: The Game of the Superpowers,1984.0,2.0,6.0,3.0,6.0,4.0,6.0,12.0,,120.0,300.0,,,,,,15768.0,1369.0,5.6753,2.01292,5.52081,3.1167,,,,,,,,War Game,Robert J. Simpson,,,,,,210.0
28,Illuminati,1987.0,2.0,8.0,3.0,6.0,4.0,4.0,12.0,12.23076923076923,60.0,180.0,,,,859,,2172.0,5101.0,6.47505,1.60465,6.13147,2.6528,3.8157894736842106,,,,,,,,Steve Jackson (I),,,,Game: Illuminati,,120.0
29,Terrain Vague,1993.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,120.0,120.0,,,,,,12023.0,70.0,6.66643,1.4164,5.54262,,,,,,,,,,,Jacques Tardi,,,Admin: Better Description Needed!,Ludodélire,
30,Dark Tower,1981.0,1.0,4.0,1.0,4.0,4.0,4.0,10.0,,90.0,90.0,,,,,,2918.0,1368.0,6.86379,1.78364,5.96387,1.81,,,,,,,,Thematic,,Bob Pepper,,,,Milton Bradley,90.0
31,Dark World,1991.0,2.0,5.0,2.0,5.0,2.0,5.0,10.0,,90.0,90.0,,,,,1777,23950.0,824.0,5.38233,1.64525,5.43784,1.9107,,,,,,,,Thematic,Eàmon Bloomfield,Chris Baker,,,,,90.0
32,Buffalo Chess,1975.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,30.0,30.0,,,,,,8912.0,350.0,6.07809,1.42221,5.58062,1.6154,,,,,,,,Abstract Game,Alex Randolph,,Grid Movement,,,,30.0
34,Arkham Horror,1987.0,1.0,8.0,1.0,8.0,1.0,8.0,12.0,,180.0,180.0,1.0,,,,,5119.0,558.0,6.64741,1.6666,5.71863,2.4082,,,,,,,,Thematic,,Tom Sullivan,,,,,
36,Federation & Empire,1986.0,2.0,8.0,2.0,8.0,2.0,8.0,12.0,,300.0,300.0,,,,1594,,6591.0,418.0,6.41603,1.82102,5.64023,4.4032,,,,,,,,War Game,Stephen V. Cole,,,,,,
37,Dragon Masters,1991.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,,,,,,18384.0,152.0,5.77566,1.59613,5.50908,,,,,,,,,War Game,Ian Livingstone,Christos Achilleos,,,,Games Workshop Ltd.,
38,Runes,1981.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,30.0,30.0,,,,,,13428.0,101.0,6.14951,1.32401,5.53318,1.9,,,,,,,,,,,Deduction,,,,30.0
39,Darkover,1979.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,60.0,60.0,,,,,,21281.0,110.0,5.36773,1.80456,5.49327,2.4444,,,,,,,,,,Hannah M. G. Shapero,,,,Eon,60.0
40,Borderlands,1982.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,,,,,,6722.0,278.0,6.74422,1.69829,5.63492,2.7826,,,,,,,,,,,,,,,120.0
41,Can't Stop,1980.0,2.0,4.0,2.0,4.0,3.0,3.0,9.0,7.541666666666667,30.0,30.0,,,,43144,,776.0,16576.0,6.87971,1.31791,6.72018,1.152,1.0,,,,,,,Family Game,Sid Sackson,,,,,,30.0
42,Tigris & Euphrates,1997.0,2.0,4.0,2.0,4.0,4.0,4.0,12.0,12.084745762711863,90.0,90.0,,,,,,104.0,27827.0,7.70307,1.48802,7.52512,3.5024,1.0223880597014925,,,,,,,Strategy Game,Reiner Knizia,,,,,,90.0
43,Airlines,1990.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,90.0,90.0,,,,,,5944.0,374.0,6.57849,1.39379,5.66797,2.4242,,,,,,,,Strategy Game,Alan R. Moon,Christian Schütte,,,,ABACUSSPIELE,90.0
44,David & Goliath,1997.0,3.0,6.0,3.0,6.0,4.0,4.0,8.0,,60.0,60.0,,,,,,3005.0,1655.0,6.46956,1.21188,5.9492,1.6222,,,,,,,,Family Game,Reinhard Staupe,,Trick-taking,Card Game,,,60.0
45,Perudo,1800.0,2.0,6.0,3.0,7.0,5.0,6.0,8.0,8.0,15.0,30.0,,,,,,796.0,14408.0,6.90516,1.40616,6.71167,1.2584,1.0,,,,,,,,Richard Borg,,,,,,22.5
46,Medici,1995.0,2.0,6.0,4.0,6.0,5.0,6.0,10.0,10.035714285714286,60.0,60.0,,,,,,621.0,7898.0,7.16508,1.26251,6.82558,2.2521,1.0,,,,,,,Strategy Game,Reiner Knizia,,,Renaissance,,,60.0
47,Chinatown,1999.0,3.0,5.0,4.0,5.0,5.0,5.0,12.0,10.307692307692308,60.0,60.0,,,,,,353.0,10454.0,7.4085,1.3473,7.09188,2.2548,1.0833333333333337,,,,,,,Strategy Game,Karsten Hartwig,,,,,,60.0
48,Krieg und Frieden,1999.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,90.0,90.0,,,,529,,6069.0,735.0,6.08459,1.28818,5.6606,2.4638,,,,,,,,Strategy Game,Gerard Mulder,Franz Vohwinkel,Auction/Bidding,,,,90.0
49,Mamma Mia!,1998.0,2.0,5.0,2.0,5.0,4.0,4.0,10.0,7.833333333333333,30.0,30.0,,,,,13530,1831.0,6048.0,6.46953,1.26111,6.22135,1.3676,1.0,,,,,,,Family Game,Uwe Rosenberg,Franz Vohwinkel,,,,,30.0
50,Lost Cities,1999.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,8.083333333333334,30.0,30.0,,,,,,327.0,43477.0,7.21816,1.26732,7.11743,1.4833,1.0,,,,,,,Family Game,Reiner Knizia,,,,,,30.0
51,Ricochet Robots,1999.0,1.0,99.0,1.0,12.0,3.0,6.0,10.0,9.694444444444445,30.0,30.0,,,,,191543,788.0,8773.0,7.02035,1.65494,6.71215,2.387,1.0,,,,,,,Abstract Game,Alex Randolph,Franz Vohwinkel,,,,,30.0
52,Mighty Empires,1990.0,2.0,3.0,2.0,3.0,2.0,3.0,14.0,,300.0,300.0,,,,,,7579.0,521.0,6.17672,1.81719,5.60832,2.6087,,,,,,,,War Game,,,Hexagon Grid,,Setting: Warhammer Fantasy Wargames,Games Workshop Ltd.,
53,Brauerei,1996.0,3.0,6.0,3.0,6.0,3.0,6.0,14.0,,,,,,,,,18688.0,38.0,5.98026,1.25853,5.50783,2.5,,,,,,,,,Valentin Herman,,,Economic,Food & Drink: Beer,Fanfor-Verlag,
54,Tikal,1999.0,2.0,4.0,2.0,4.0,4.0,4.0,10.0,9.94186046511628,90.0,90.0,,,,,,306.0,19495.0,7.32801,1.19469,7.13641,2.7859,1.0,,,,,,,Strategy Game,,,,,,,90.0
55,Sophie's World,1998.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,60.0,90.0,,,,,,23513.0,95.0,4.88526,1.81734,5.4662,1.5,,,,,,,,,,Sarah Perkins,Dice Rolling,,Admin: Better Description Needed!,,75.0
57,Schoko & Co.,1987.0,2.0,4.0,2.0,4.0,2.0,4.0,13.0,,180.0,180.0,,,,,,5350.0,424.0,6.66194,1.32671,5.70243,2.9216,,,,,,,,Strategy Game,,(Uncredited),,Economic,,Schmidt Spiele,
58,Kings & Things,1986.0,2.0,4.0,2.0,4.0,4.0,4.0,12.0,,60.0,180.0,,,,2252,,3037.0,1663.0,6.51728,1.46896,5.94452,2.6481,,,,,,,,Thematic,,,,,,,120.0
59,Giganten,1999.0,3.0,4.0,3.0,4.0,3.0,4.0,10.0,,90.0,90.0,,,,,,2652.0,1416.0,6.6981,1.23285,6.01186,2.5693,,,,,,,,Strategy Game,Wilko Manz,Franz Vohwinkel,,,,KOSMOS,90.0
60,Vinci,1999.0,3.0,6.0,3.0,5.0,4.0,4.0,14.0,,120.0,120.0,,,,,,1061.0,4035.0,7.07439,1.34773,6.54919,2.7818,1.8333333333333333,,,,,,,Strategy Game,Philippe Keyaerts,Cyril Saint Blancat,,,Digital Implementations: Yucata,Descartes Editeur,120.0
61,Fossil,1998.0,2.0,6.0,2.0,6.0,2.0,6.0,10.0,,40.0,40.0,,,,,,22910.0,675.0,5.43331,1.39506,5.47758,1.75,,,,,,,,Abstract Game,Klaus Palesch,Franz Vohwinkel,Set Collection,Ancient,Components: 9 x 9 Grids,,40.0
62,Curse of the Mummy's Tomb,1988.0,1.0,4.0,1.0,4.0,1.0,4.0,12.0,,120.0,120.0,,,,,,23447.0,349.0,5.31547,1.54767,5.46523,1.8462,,,,,,,,Thematic,Stephen Hand,,Action Queue,,,,120.0
63,Samurai: Game of Politics and Warfare in Feudal Japan,1979.0,2.0,8.0,2.0,8.0,2.0,8.0,12.0,,180.0,180.0,,,,,,6201.0,440.0,6.45686,1.34138,5.65571,2.6296,,,,,,,,War Game,Dan Campagna,,,,,,
64,Joan of Arc,1998.0,3.0,6.0,3.0,6.0,3.0,6.0,12.0,,180.0,180.0,,,,,,6850.0,463.0,6.2646,1.62788,5.6306,2.5424,,,,,,,,,Pascal Bernard,,,,,,
65,The Garden Game,1996.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,30.0,30.0,,,,,,,28.0,4.05357,1.62755,,1.3333,,,,,,,,,Amy Mook,Erica Thurston,,Card Game,Theme: Gardening,Ampersand Press,30.0
66,Löwenherz,1997.0,2.0,4.0,3.0,4.0,4.0,4.0,12.0,,90.0,90.0,,,,,,1440.0,2520.0,7.03243,1.35591,6.36599,2.9294,,,,,,,,Strategy Game,Klaus Teuber,Andreas Steiner,,,,,90.0
67,Conquest,1974.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,120.0,120.0,,,,20467,,6661.0,381.0,6.39501,1.67807,5.63717,2.4848,,,,,,,,War Game,Donald Benge,Donald Benge,,,,,120.0
68,Successors (First/Second Edition),1997.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,180.0,180.0,,,,,,4170.0,498.0,7.04338,1.54326,5.79811,3.2206,,,,,,,,War Game,,,,,,,
69,Bollox,1999.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,20.0,20.0,,,,,,14679.0,47.0,6.75106,1.23974,5.52597,2.4,,,,,,,,Abstract Game,Rob Nelson,,Pattern Building,Abstract Strategy,,,20.0
70,Big City,1999.0,2.0,5.0,2.0,4.0,3.0,3.0,10.0,,60.0,60.0,,,,,,1738.0,2428.0,6.85766,1.20798,6.25323,2.2154,,,,,,,,,Franz-Benno Delonge,Franz Vohwinkel,,City Building,,,60.0
71,Civilization,1980.0,2.0,7.0,4.0,7.0,7.0,7.0,12.0,12.055555555555555,360.0,360.0,,,,,"143347,131240",393.0,7390.0,7.49745,1.6081,7.03747,3.6503,2.0961538461538463,,,,,,,Strategy Game,Francis Tresham,,,,,,
72,Verräter,1998.0,3.0,4.0,3.0,4.0,4.0,4.0,12.0,,60.0,60.0,,,,,,2330.0,1972.0,6.67924,1.24168,6.09243,2.5676,,,,,,,,Strategy Game,Marcel-André Casasola Merkle,Marcel-André Casasola Merkle,,,,,60.0
73,Show Manager,1996.0,2.0,6.0,3.0,6.0,5.0,6.0,10.0,,60.0,60.0,,,,,,1877.0,1775.0,6.98693,1.31963,6.20785,2.0943,,,,,,,,,Dirk Henn,,,Card Game,Series: Yellow Wave Box (Queen),,60.0
74,Apples to Apples,1999.0,4.0,10.0,4.0,11.0,6.0,8.0,12.0,8.430555555555555,30.0,30.0,,,,,"193350,150541,150540,253792,152421",6232.0,18746.0,5.76578,1.69997,5.65309,1.1568,4.2105263157894735,,,,,,,Party Game,,John Kovalic,,,,,30.0
75,Falling,1998.0,4.0,8.0,4.0,8.0,4.0,8.0,8.0,,5.0,5.0,,,,,,22293.0,1415.0,5.49745,1.7772,5.48563,1.218,,,,,,,,Party Game,James Ernest,,Hand Management,,Animals: Cattle / Cows,,
76,Air Baron,1996.0,2.0,6.0,2.0,6.0,2.0,6.0,10.0,,120.0,120.0,,,,,,4806.0,776.0,6.40984,1.54978,5.74063,2.5484,,,,,,,,Strategy Game,Evan Davis (I),,,,,The Avalon Hill Game Co,120.0
77,EastFront,1991.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,240.0,240.0,,,,,,2531.0,680.0,7.67953,1.59626,6.04346,3.6,,,,,,,,War Game,,Eric Hotz,,,,Columbia Games,
78,"WestFront: The War in Europe, 1943-45",1992.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,240.0,240.0,,,,,,7420.0,190.0,6.85434,1.36621,5.61253,3.4706,,,,,,,,War Game,Craig Besinque,Eric Hotz,,,,Columbia Games,
79,MedFront: War in North Africa 1940-43,1994.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,78,11581.0,127.0,6.31654,1.40616,5.54596,3.0769,,,,,,,,War Game,Craig Besinque,,,,,Columbia Games,
82,Bobby Lee: The Civil War in Virginia 1861-1865,1993.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,240.0,240.0,,,,,83,5594.0,362.0,6.73227,1.55893,5.68695,2.9216,,,,,,,,War Game,Tom Dalgliesh,Eric Hotz,,,,Columbia Games,
83,Sam Grant: The Civil War in the West 1862-1864,1997.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,82,10740.0,141.0,6.40071,1.51412,5.55461,2.8519,,,,,,,,War Game,,Eric Hotz,Secret Unit Deployment,,,Columbia Games,
84,Rommel in the Desert,1982.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,150.0,150.0,,,,,,1927.0,1034.0,7.53832,1.45579,6.19466,3.4,,,,,,,,War Game,Craig Besinque,,,,,,
85,Quebec 1759,1972.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,60.0,60.0,,,,,,3487.0,730.0,6.94642,1.24562,5.87736,2.1512,,,,,,,,War Game,,,,,,,60.0
87,Victory: World War II,1998.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,,,,,,6384.0,422.0,6.36615,1.56264,5.64851,2.5962,,,,,,,,War Game,,Eric Hotz,,,Components: Block Wargames,,120.0
88,Torres,1999.0,2.0,4.0,2.0,4.0,4.0,4.0,12.0,10.136363636363637,60.0,60.0,,,,4432,,658.0,9446.0,7.0944,1.287,6.79143,2.8621,1.7777777777777777,,,,,,,,,,,,,,60.0
89,Blue vs. Gray,1999.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,,,,,,4902.0,462.0,6.75125,1.58224,5.73339,2.8308,,,,,,,,War Game,Evan Jones,,,,Country: USA,,120.0
90,Star Wars: Episode 1 – Clash of the Lightsabers,1999.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,20.0,20.0,,,,,,5891.0,603.0,6.21309,1.38804,5.67127,1.4262,,,,,,,,Family Game,Craig Van Ness,,Hand Management,,,,20.0
91,Paths of Glory,1999.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,14.166666666666666,480.0,480.0,,,,,,206.0,4970.0,8.04884,1.65666,7.29455,3.8498,4.035714285714286,,,,,,,War Game,Ted Raicer,,,,,,
93,El Grande,1995.0,2.0,5.0,3.0,5.0,5.0,5.0,12.0,11.704545454545457,60.0,120.0,,,,,,93.0,26633.0,7.73326,1.33582,7.55609,3.0399,2.9244186046511627,,,,,,,Strategy Game,,Doris Matthäus,,,,,90.0
94,Union Pacific,1999.0,2.0,6.0,3.0,6.0,4.0,5.0,12.0,10.076923076923077,90.0,90.0,,,,43,,859.0,4289.0,7.20254,1.32333,6.67024,2.546,1.0,,,,,,,Strategy Game,Alan R. Moon,Franz Vohwinkel,,,Country: USA,,90.0
95,Igel Ärgern,1990.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,30.0,30.0,,,,,,3969.0,1042.0,6.40455,1.3403,5.81505,1.376,,,,,,,,Family Game,,Doris Matthäus,,,Animals: Hedgehogs / Porcupines,,30.0
96,Broadsides & Boarding Parties,1982.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,60.0,60.0,,,,,,6646.0,590.0,6.19493,1.57799,5.63795,1.8333,,,,,,,,Thematic,"Larry Harris, Jr.",,,,,,60.0
97,Conquest of the Empire,1984.0,2.0,6.0,2.0,6.0,2.0,6.0,10.0,,180.0,240.0,,,,1478,,4819.0,1056.0,6.29255,1.4593,5.73889,2.5244,,,,,,,,War Game,"Larry Harris, Jr.",,,,,Milton Bradley,
98,Axis & Allies,1981.0,2.0,5.0,2.0,5.0,2.0,5.0,12.0,12.0,180.0,180.0,,,,,3618,1644.0,10879.0,6.56788,1.58197,6.28352,3.0388,1.6071428571428572,,,,,,,War Game,"Larry Harris, Jr.",Jim Butcher (II),,,,,
99,Fortress America,1986.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,180.0,180.0,,,,,,2167.0,2484.0,6.7103,1.53021,6.1326,2.6382,,,,,,,,,Michael Gray,,,,,Milton Bradley,
101,Detroit-Cleveland Grand Prix,1996.0,2.0,6.0,2.0,6.0,6.0,6.0,8.0,,60.0,60.0,,,,5389,,2889.0,1122.0,6.78288,1.16346,5.9708,1.708,,,,,,,,Family Game,Wolfgang Kramer,,Auction/Bidding,,,Mayfair Games,60.0
102,Klunker,1999.0,3.0,5.0,3.0,5.0,3.0,5.0,10.0,,30.0,30.0,,,,,,4963.0,913.0,6.19739,1.36716,5.7268,1.7674,,,,,,,,,Uwe Rosenberg,Oliver Moser,Set Collection,Card Game,Admin: Better Description Needed!,,30.0
103,Titan,1980.0,2.0,6.0,2.0,6.0,2.0,4.0,12.0,12.416666666666666,30.0,240.0,,,,,,1330.0,3972.0,6.96383,1.78131,6.41146,3.4624,1.3,,,,,,,,,,,,Series: Classic Line (Valley Games),,135.0
104,Extrablatt,1991.0,3.0,4.0,3.0,4.0,3.0,4.0,14.0,,90.0,90.0,,,,,,5689.0,265.0,6.99947,1.38566,5.68162,2.9,,,,,,,,Strategy Game,,,,Territory Building,,Moskito Spiele,90.0
105,Colossal Arena,1997.0,2.0,5.0,2.0,5.0,3.0,3.0,8.0,9.642857142857142,40.0,60.0,,,,1367,,1182.0,7190.0,6.7683,1.2323,6.48737,2.0203,2.2391304347826084,,,,,,,,Reiner Knizia,,,,,,50.0
106,Mystery Rummy: Jack the Ripper,1998.0,2.0,4.0,2.0,4.0,2.0,2.0,10.0,,45.0,45.0,,,,,,1327.0,3460.0,6.94952,1.3211,6.41297,1.7441,,,,,,,,,Mike Fitzgerald,,,,,,45.0
107,Peaceful Resistance,1995.0,2.0,3.0,2.0,3.0,2.0,3.0,,,30.0,30.0,,,,,,,18.0,5.68889,1.20087,,1.0,,,,,,,,Abstract Game,Dave Thornburg,,,Abstract Strategy,,D&R Games,30.0
108,TAMSK,1998.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,20.0,20.0,,,,,"527,31999,7854",2613.0,1385.0,6.76483,1.41592,6.02118,2.2866,,,,,,,,Abstract Game,Kris Burm,lu'cifer,,,,,20.0
109,Wettstreit der Baumeister,1994.0,3.0,4.0,3.0,4.0,3.0,4.0,10.0,,45.0,45.0,,,,,,8241.0,395.0,6.08238,1.24591,5.59269,2.0,,,,,,,,,Jean du Poël,Claus Stephan,Auction/Bidding,City Building,Containers: Tubes,,45.0
110,Auf Achse,1987.0,2.0,6.0,2.0,5.0,4.0,4.0,8.0,,60.0,60.0,,,,,293524,3693.0,1823.0,6.23198,1.3167,5.84641,1.9597,,,,,,,,Family Game,Wolfgang Kramer,,,,,,60.0
111,Rheinländer,1999.0,3.0,5.0,3.0,5.0,4.0,5.0,12.0,,45.0,45.0,,,,,,2676.0,1636.0,6.62512,1.22006,6.01187,,,,,,,,,Strategy Game,Reiner Knizia,,,,,,
112,Condottiere,1995.0,2.0,6.0,3.0,6.0,4.0,5.0,14.0,10.13888888888889,45.0,45.0,,,,,,954.0,9751.0,6.87169,1.33677,6.61941,1.9598,1.0392156862745097,,,,,,,Strategy Game,,,,,,,45.0
113,Mit List und Tücke,1999.0,4.0,6.0,4.0,6.0,4.0,6.0,10.0,,60.0,60.0,,,,,,6009.0,302.0,6.72467,1.25577,5.665,1.8636,,,,,,,,Strategy Game,Klaus Palesch,,Trick-taking,Card Game,,,60.0
114,Ransom,1994.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,45.0,45.0,,,,,,14141.0,80.0,6.33625,1.44769,5.52881,1.625,,,,,,,,,Philip O'Neill,Lewis Michael,,,Containers: Video Tape Boxes,(Self-Published),45.0
115,I'm the Boss!,1994.0,3.0,6.0,4.0,6.0,6.0,6.0,12.0,,60.0,60.0,,,,,,1523.0,3782.0,6.77337,1.5934,6.32753,1.9713,,,,,,,,,Sid Sackson,William O'Connor,,,,,60.0
116,Guillotine,1998.0,2.0,5.0,2.0,5.0,4.0,4.0,12.0,9.741379310344827,30.0,30.0,,,,,,1364.0,20743.0,6.53592,1.29987,6.39902,1.2668,3.159090909090909,,,,,,,Family Game,Paul Peterson,,,,,,30.0
117,Ta Yü,1999.0,2.0,4.0,2.0,4.0,2.0,2.0,10.0,,30.0,45.0,,,,,,2180.0,1526.0,6.95093,1.30069,6.12945,2.0671,,,,,,,,Abstract Game,Niek Neuwahl,,,Abstract Strategy,,,37.5
