bgg_id,name,year,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,cooperative,compilation,compilation_of,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id,game_type,designer,artist,mechanic,category,family,publisher,avg_time
6941,Glider-Pit Gladiators,1998.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,120.0,120.0,,,,,,,11.0,5.90909,2.31417,,3.0,,,,,,,,War Game,Joe Scoleri,Joe Scoleri,,,,(Web published),120.0
6942,Drang Nach Osten!,1973.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,12000.0,12000.0,,,,,,11166.0,90.0,6.84889,1.88534,5.54972,4.0833,,,,,,,,War Game,,Don Lowry,,,,Game Designers' Workshop (GDW Games),
6943,"Coral Sea: Turning the Japanese Advance, 1942",1974.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,,25.0,6.152,1.79513,,2.5,,,,,,,,War Game,Marc W. Miller,,,,,Game Designers' Workshop (GDW Games),120.0
6944,"The Battle of Moscow: The German Drive on Moscow, 1941",1970.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,16812.0,51.0,6.25098,1.27593,5.51599,2.3333,,,,,,,,War Game,David Williams (I),Redmond A. Simonsen,,,,"SPI (Simulations Publications, Inc.)",120.0
6945,Carrier Strike,1981.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,,20789.0,30.0,5.55,1.57771,5.49733,,,,,,,,,War Game,,,,,,3W (World Wide Wargames),
6946,"Wolfpack: Submarine Warfare in the North Atlantic, 1942-44",1974.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,,120.0,120.0,,,,,,10381.0,201.0,6.32662,1.69024,5.5589,2.5357,,,,,,,,War Game,Jim Dunnigan,Redmond A. Simonsen,,,,,120.0
6947,Hit Oder Shit,2002.0,3.0,6.0,3.0,6.0,3.0,6.0,8.0,,60.0,60.0,,,,,,,,,,,,,,,,,,,,Valentin Herman,,Dice Rolling,Dice,,Fanfor-Verlag,
6948,Political Asylum,1993.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,60.0,60.0,,,,,,,13.0,3.85385,1.91858,,2.0,,,,,,,,,(Uncredited),Mike Snavely,,,Political: Elections,Windbreaker Entertainment,60.0
6949,Garfield,1981.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,,20.0,20.0,,,,,,21887.0,67.0,5.21343,1.69597,5.48952,1.0,,,,,,,,Children's Game,(Uncredited),Jim Davis,Roll / Spin and Move,,,Parker Brothers,20.0
6950,The Cinderella Game,1975.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,,20.0,20.0,,,,,,,9.0,4.23333,1.60278,,1.0,,,,,,,,Children's Game,(Uncredited),,Roll / Spin and Move,,,Cadaco,20.0
6951,Alphabok,1969.0,1.0,2.0,1.0,2.0,1.0,2.0,,,60.0,60.0,,,,,,,4.0,6.0,0.707107,,1.0,,,,,,,,,John O. Nilan,,Tile Placement,,,Springbok,60.0
6952,Multicube,1992.0,2.0,5.0,2.0,5.0,2.0,5.0,6.0,,20.0,20.0,,,,,,,15.0,3.86667,1.78388,,,,,,,,,,Abstract Game,F. Rafidi,,Dice Rolling,Abstract Strategy,Components: 11 x 11 Grids,Multiplay Pty Ltd,
6953,Lara Croft: Tomb Raider – The Angel of Darkness,2003.0,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,45.0,45.0,,,,,,22687.0,186.0,5.35415,1.6596,5.47978,1.5714,,,,,,,,Family Game,Arthur Tebbe,Lucia Fransen,,,,,45.0
6954,InterUrban,2003.0,3.0,5.0,3.0,5.0,3.0,5.0,12.0,,60.0,60.0,,,,,,18771.0,57.0,5.83333,1.53421,5.5074,1.6667,,,,,,,,,Michael Schacht,,Tile Placement,,Series: Winsome Essen Sets,Winsome Games,60.0
6955,Reiner Knizia's Decathlon,2003.0,1.0,4.0,1.0,4.0,2.0,2.0,10.0,,45.0,45.0,,,,,,4020.0,1304.0,6.29037,1.2372,5.8124,1.2109,,,,,,,,Family Game,Reiner Knizia,,,,,,45.0
6956,Creeps' Castle,1980.0,1.0,4.0,1.0,4.0,1.0,4.0,6.0,,20.0,20.0,,,,,,,29.0,4.80172,1.51876,,1.0,,,,,,,,,(Uncredited),,,,Components: 3-Dimensional (3D),,20.0
6957,Mega Meal,2001.0,2.0,6.0,2.0,6.0,2.0,6.0,6.0,,20.0,20.0,,,,,,,9.0,4.88889,1.79161,,,,,,,,,,,Ron Dubren,Gabriela Silveira,Memory,Memory,Theme: Food / Cooking,Ravensburger,
6958,Monopoly: Justice League of America,1999.0,2.0,9.0,2.0,9.0,2.0,9.0,8.0,,120.0,120.0,,,,,,22098.0,70.0,5.01571,2.02094,5.4877,1.8333,,,,,,,,,(Uncredited),,,,,,120.0
6959,Monopoly: Elvis Presley 25th Anniversary,2003.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,120.0,120.0,,,,,,22488.0,37.0,4.59459,2.27156,5.48377,,,,,,,,,,(Uncredited),,,,,,
6960,Monopoly: Dale Earnhardt,2000.0,2.0,8.0,2.0,8.0,2.0,8.0,8.0,,120.0,120.0,,,,,,,18.0,4.83333,3.13138,,,,,,,,,,,(Uncredited),,,,Sports: Auto Racing,,
6961,Monopoly: Ford 100th Anniversary,2003.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,120.0,120.0,,,,,,,12.0,5.16667,2.9392,,,,,,,,,,,(Uncredited),,,,,The Op,
6962,Monopoly Junior: Deep Sea Adventure,2000.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,,60.0,60.0,,,,,,,9.0,4.38889,2.64342,,1.0,,,,,,,,Children's Game,(Uncredited),,,,,The Op,60.0
6963,Monopoly: Scooby-Doo! Fright Fest,2000.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,120.0,120.0,,,,,,21903.0,60.0,5.35,2.48042,5.48887,1.3333,,,,,,,,,(Uncredited),,,,,The Op,120.0
6964,Monopoly: Dog Artist,2003.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,120.0,120.0,,,,1406,,,26.0,4.38462,2.5469,,,,,,,,,,,(Uncredited),,,,,The Op,
6965,Monopoly: Muppets,2003.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,120.0,120.0,,,,,,22264.0,43.0,5.18605,2.20471,5.48528,1.3333,,,,,,,,,(Uncredited),,,,TV Shows: The Muppet Show,The Op,120.0
6966,Monopoly: Harley-Davidson Motorcycles,2000.0,2.0,8.0,2.0,8.0,2.0,8.0,8.0,,120.0,120.0,,,,,,,22.0,5.47727,2.78175,,2.0,,,,,,,,,(Uncredited),,,,,The Op,120.0
6967,Badge of Honor,2003.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,,30.0,30.0,,,,,,,2.0,7.0,3.0,,,,,,,,,,Children's Game,Steven Strumpf,,Set Collection,Children's Game,,Pressman Toy Corp.,
6968,Who Said That?,2003.0,2.0,6.0,2.0,6.0,2.0,6.0,16.0,,45.0,45.0,,,,,,,8.0,3.5,1.5,,1.0,,,,,,,,,(Uncredited),,,,,Pressman Toy Corp.,45.0
6969,Real Dumb Laws,2003.0,2.0,4.0,2.0,4.0,2.0,4.0,,,60.0,60.0,,,,,,,20.0,3.425,1.38992,,1.0,,,,,,,,,(Uncredited),,Team-Based Game,,,Pressman Toy Corp.,60.0
6970,The Lewis & Clark Adventure Game,2003.0,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,90.0,90.0,,,,,,,9.0,4.55556,1.72312,,2.0,,,,,,,,Children's Game,(Uncredited),,Set Collection,,Historical Figures: Lewis & Clark,Educational Insights,90.0
6971,Jeopardy! Simpsons Edition,2003.0,3.0,5.0,3.0,5.0,3.0,5.0,12.0,,45.0,45.0,,,,,,22714.0,70.0,5.11857,1.68313,5.48042,1.2,,,,,,,,,(Uncredited),,,,,Pressman Toy Corp.,45.0
6973,Reaganomics,1981.0,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,20.0,20.0,,,,,,,,,,,,,,,,,,,,(Uncredited),,,,,Stockmann Mfg. Co.,
6974,Barbu,1930.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,180.0,180.0,,,,,,8943.0,132.0,6.71543,1.64676,5.58002,2.2857,,,,,,,,,(Uncredited),,Trick-taking,Card Game,,,
6975,Olympigs,1991.0,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,20.0,20.0,,,,,,,9.0,3.98889,2.08723,,1.0,,,,,,,,Children's Game,(Uncredited),,,,,Paul Lamond Games Ltd,20.0
6976,St-Lô: Normandy 1944 – The Breakout Begins,1986.0,1.0,2.0,1.0,2.0,1.0,2.0,12.0,,360.0,360.0,,,,,,8495.0,118.0,7.16822,1.62693,5.58871,3.2353,,,,,,,,War Game,Joseph M. Balkoski,,,,,,
6977,Mission Command Land,2003.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,60.0,60.0,,,,2598,,20914.0,211.0,5.51379,1.40987,5.49613,1.3636,,,,,,,,Thematic,(Uncredited),,,,,Milton Bradley,60.0
6978,Neutron,1978.0,2.0,2.0,2.0,2.0,2.0,2.0,,,10.0,10.0,,,,,,12928.0,65.0,6.66,1.48156,5.53599,2.1111,,,,,,,,Abstract Game,Robert A. Kraus (II),,Point to Point Movement,,,,10.0
6979,Match of the Penguins,2003.0,2.0,7.0,2.0,7.0,2.0,7.0,6.0,,20.0,20.0,,,,,,14706.0,283.0,5.74035,1.29279,5.52555,,,,,,,,,Children's Game,Jacques Zeimet,,Pattern Recognition,,,,
6980,Mission Command Sea,2003.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,30.0,30.0,,,,2444,,10629.0,291.0,5.97278,1.32508,5.55579,1.4737,,,,,,,,,(Uncredited),,,,,Milton Bradley,30.0
6981,Monopoly Junior: Toy Story,2001.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,,60.0,60.0,,,,,,23056.0,36.0,4.07222,1.75809,5.47515,1.0,,,,,,,,Children's Game,(Uncredited),,,,,,60.0
6982,Mission Command Air,2003.0,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,45.0,45.0,,,,825,,14998.0,258.0,5.7549,1.3414,5.52456,1.3429,,,,,,,,Thematic,(Uncredited),,,,,Milton Bradley,45.0
6983,Jungle,1981.0,2.0,6.0,2.0,6.0,2.0,6.0,9.0,,30.0,30.0,,,,,,17560.0,43.0,6.13837,1.29963,5.51294,,,,,,,,,Abstract Game,Peter Pallat,Matthias Wittig,,,Containers: Tubes,,
6984,Ghost in a Box,2001.0,2.0,10.0,2.0,10.0,2.0,10.0,12.0,,120.0,120.0,,,,,,,8.0,4.2625,1.63014,,2.5,,,,,,,,,(Uncredited),,,,Creatures: Ghosts,Fantasy Factory (I),120.0
6985,Cohorts: Game of Roman Checkers,1977.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,60.0,60.0,,,,,,,8.0,5.8125,0.933324,,1.0,,,,,,,,Abstract Game,L. Sprague De Camp,,Point to Point Movement,,,TSR,60.0
6986,Circulation: An Incredible Journey,1974.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,90.0,90.0,,,,,,,16.0,5.1875,1.91111,,1.0,,,,,,,,Abstract Game,(Uncredited),,,,,Teaching Concepts,90.0
6987,Sixth Sense,1982.0,2.0,2.0,2.0,2.0,2.0,2.0,,,10.0,10.0,,,,,,,17.0,6.27059,2.12983,,,,,,,,,,Abstract Game,(Uncredited),,,,,,
6988,Nile,1967.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,,60.0,60.0,,,,,,17227.0,80.0,5.99625,1.4952,5.51441,1.7778,,,,,,,,Abstract Game,William L. Dodge,,Tile Placement,,,,60.0
6989,Tribú,1994.0,3.0,7.0,3.0,7.0,3.0,7.0,9.0,,60.0,60.0,,,,,,,4.0,5.25,0.433013,,,,,,,,,,,(Uncredited),,,,,,
6990,Ultra Ducks,1998.0,2.0,6.0,2.0,6.0,2.0,6.0,10.0,,90.0,90.0,,,,,,22547.0,39.0,4.7182,1.63373,5.48304,2.3333,,,,,,,,,,Håkan Ackegård,,,Animals: Ducks,,90.0
6991,Battle Words,1993.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,45.0,45.0,,,,,,,16.0,5.59375,1.49184,,2.0,,,,,,,,,(Uncredited),,,,Players: Two Player Only Games,,45.0
6992,See you later ...,1995.0,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,20.0,20.0,,,,,,,8.0,4.8125,1.11629,,,,,,,,,,Children's Game,Heinz Meister,,,,Animals: Alligators / Crocodiles,,
6993,Spinner Dominoes,1983.0,2.0,8.0,2.0,8.0,2.0,8.0,,,30.0,30.0,,,,,,11694.0,100.0,6.49436,1.51861,5.54505,1.125,,,,,,,,Abstract Game,,,Tile Placement,Abstract Strategy,Traditional Games: Dominoes,,30.0
6994,Scrabble Card Game,1997.0,2.0,6.0,2.0,6.0,2.0,6.0,10.0,,20.0,20.0,,,,,,22855.0,309.0,5.47181,1.69113,5.47919,1.6765,,,,,,,,Family Game,(Uncredited),,,,,,20.0
6995,Castle Danger,2002.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,30.0,30.0,,,,,,15603.0,43.0,6.57907,1.33635,5.52165,3.6667,,,,,,,,Abstract Game,Matt Worden,Matt Worden,,,,,30.0
6996,StarStrike,2001.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,,,,,,,2.0,6.5,0.5,,3.0,,,,,,,,War Game,Russ Rupe,,,,,Conquest Gaming LLC,120.0
6998,Buddel-Wuddel,2003.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,,20.0,20.0,,,,,,,24.0,6.09167,1.19719,,1.5,,,,,,,,Children's Game,,Edda Skibbe,,,Animals: Moles,HABA,20.0
7000,Polyglot,1987.0,2.0,6.0,2.0,6.0,2.0,6.0,,,10.0,10.0,,,,,,,2.0,5.5,1.5,,,,,,,,,,,(Uncredited),,,,Admin: Better Description Needed!,,
7001,Ranger Commandos,1942.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,60.0,60.0,,,,,,,5.0,5.3,1.6,,,,,,,,,,,(Uncredited),,Point to Point Movement,,,Parker Brothers,
7003,The Battle of Britain,1968.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,120.0,120.0,,,,,,14299.0,60.0,6.52317,1.60132,5.52804,3.0,,,,,,,,War Game,Lou Zocchi,,,,,,120.0
7004,The Amazing Dunninger Mind Reading Game,1967.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,60.0,60.0,,,,,,,3.0,2.0,0.816497,,,,,,,,,,Abstract Game,Joseph Dunninger,,Acting,,Theme: Psychic Powers,Hasbro,
7005,Bushi: Sword vs. Sword,1979.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,30.0,30.0,,,,,,,3.0,3.33333,0.471405,,,,,,,,,,War Game,,James W. Mirick,,,,Bearhug Publications,
7006,Management,1960.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,60.0,90.0,,,,,,18539.0,45.0,5.78889,1.35191,5.50846,2.4286,,,,,,,,,Charles S. Roberts,,,,Theme: Business/Management,The Avalon Hill Game Co,75.0
7007,Raub,,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,45.0,45.0,,,,,,,5.0,6.8,2.03961,,4.0,,,,,,,,,(Uncredited),,Trick-taking,Card Game,Components: Traditional Playing Cards,(Public Domain),45.0
7008,Preference,1802.0,3.0,4.0,3.0,4.0,3.0,4.0,,,120.0,120.0,,,,,,9106.0,88.0,7.6058,1.83967,5.57761,3.3529,,,,,,,,,(Uncredited),,,Card Game,,,120.0
7009,Khyber Rifles,1984.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,21280.0,43.0,5.45349,1.62757,5.49391,3.0,,,,,,,,War Game,Edward Furey,,,,,3W (World Wide Wargames),120.0
7010,Dark Stars,1980.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,360.0,360.0,,,,,,,16.0,5.45625,2.33398,,3.0,,,,,,,,War Game,Stephen Newberg,Rodger B. MacGowan,,,Creatures: Aliens / Extraterrestrials,Simulations Canada,
7011,IJN,1978.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,,14.0,6.0,1.85164,,2.5,,,,,,,,War Game,Stephen Newberg,Rodger B. MacGowan,,,,Simulations Canada,120.0
7012,Torpedo!,1979.0,2.0,2.0,2.0,2.0,2.0,2.0,,,120.0,120.0,,,,,,,7.0,6.17143,1.22091,,2.0,,,,,,,,War Game,Stephen Newberg,Rodger B. MacGowan,,,,Simulations Canada,120.0
7013,Divine Wind,1981.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,,,18.0,5.60278,1.965,,3.0,,,,,,,,War Game,Stephen Newberg,Rodger B. MacGowan,,,Players: Two Player Only Games,Simulations Canada,
7014,"Lebensraum: The Campaign in the East, 1941-1945",1984.0,2.0,2.0,2.0,2.0,2.0,2.0,,,240.0,240.0,,,,,7023,,17.0,6.38824,1.668,,3.0,,,,,,,,War Game,Stephen Newberg,,,,,Simulations Canada,
7015,Kriegsmarine,1980.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,,10.0,6.45,2.00562,,3.0,,,,,,,,War Game,Stephen Newberg,Rodger B. MacGowan,,,,Simulations Canada,120.0
7016,Das Geheimnis der Abtei,1994.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,45.0,45.0,,,,,,,24.0,6.1625,1.31935,,,,,,,,,,Abstract Game,Leo Eisenring,A. Burggraf,Dice Rolling,Abstract Strategy,Components: 9 x 10 Grids,Piatnik,
7017,Assault on Tobruk,1980.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,,,18.0,6.36111,1.51663,,2.5,,,,,,,,War Game,Stephen Newberg,,,,,,
7018,Java Man,1979.0,1.0,8.0,1.0,8.0,1.0,8.0,12.0,,60.0,180.0,,,,,,,6.0,8.23333,1.12793,,3.3333,,,,,,,,War Game,Alexander P. Brown,Alexander P. Brown,,,,,120.0
7019,Ortona,1983.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,,,13.0,6.74615,1.4794,,2.6667,,,,,,,,War Game,Stephen Newberg,,,,,Simulations Canada,
7020,Battle Stations: An Operational Game of Modern Seapower,1984.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,6625,,12.0,6.33333,1.88562,,2.1667,,,,,,,,War Game,Stephen Newberg,Stephen Newberg,,,,Simulations Canada,
7021,Power Play,1998.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,45.0,45.0,,,,,,,7.0,5.71429,1.66599,,,,,,,,,,,Brian Train,,Point to Point Movement,,Players: Two Player Only Games,Schutze Games,
7022,Kamikaze,1982.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,90.0,90.0,,,,,,,23.0,6.06087,1.74424,,2.1667,,,,,,,,War Game,,,,,Players: Two Player Only Games,Steve Jackson Games,90.0
7023,West Front: The Campaign in Europe 1943-1945,1985.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,7014,,15.0,5.93333,1.4476,,3.0,,,,,,,,War Game,Stephen Newberg,,,,Players: Two Player Only Games,Simulations Canada,
7024,Schnellboote,1984.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,,8.0,6.8125,1.53984,,,,,,,,,,War Game,Stephen Newberg,John Kula,,,,Simulations Canada,
7025,Dead or Alive,1978.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,60.0,60.0,,,,,,,9.0,6.55556,2.21666,,2.0,,,,,,,,,,,,,,Richard R. Sartore & Associates,60.0
7026,"Grunt: Tactical Combat in Vietnam, 1965",1971.0,1.0,2.0,1.0,2.0,1.0,2.0,12.0,,120.0,120.0,,,,,,16958.0,50.0,6.286,1.94474,5.51549,2.5556,,,,,,,,War Game,,Redmond A. Simonsen,,,,"SPI (Simulations Publications, Inc.)",120.0
7027,Guerilla,1974.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,,,4.0,5.5,1.65831,,,,,,,,,,War Game,(Uncredited),,,,,Maplay Games Ltd.,
7028,Gladiator: Men vs. Animals,1979.0,1.0,2.0,1.0,2.0,1.0,2.0,12.0,,60.0,60.0,,,,,,,3.0,5.0,2.94392,,,,,,,,,,War Game,,James W. Mirick,,,,Bearhug Publications,
7029,Field of Honor,1982.0,2.0,14.0,2.0,14.0,2.0,14.0,12.0,,30.0,30.0,,,,,,,4.0,5.75,3.34477,,,,,,,,,,,(Uncredited),Mike Cranford,,,,Ragnarok Enterprises,
7030,Gladiator: Men vs. Men,1979.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,60.0,60.0,,,,,,,4.0,5.25,2.48747,,,,,,,,,,War Game,,James W. Mirick,,,,Bearhug Publications,
7031,"Flying Circus: Tactical Aerial Combat, 1915-1918",1972.0,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,90.0,90.0,,,,,,20645.0,58.0,5.92931,2.1,5.4981,2.6667,,,,,,,,War Game,Jim Dunnigan,,,,,"SPI (Simulations Publications, Inc.)",90.0
7032,Eagle Day,1973.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,240.0,,,,,,,6.0,4.8,1.71756,,,,,,,,,,War Game,Laurence J. Rusiecki,,,,Players: Two Player Only Games,Histo Games,
7033,Kadesh: Mobile Warfare in the Ancient Middle East,1991.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,11450.0,103.0,6.5568,1.35267,5.54718,3.0,,,,,,,,War Game,Gene Dickens,Sawshun Yamagushi,Hexagon Grid,,,,120.0
7034,Deluxe Fighter Pilot,1982.0,2.0,8.0,2.0,8.0,2.0,8.0,12.0,,60.0,180.0,,1.0,38374,38374,,,1.0,3.0,,,,,,,,,,,War Game,,,,,,Gamescience,
7035,Lemmings: The Migration,1997.0,2.0,6.0,2.0,6.0,2.0,6.0,,,20.0,20.0,,,,,,,5.0,3.8,0.748331,,1.0,,,,,,,,,(Uncredited),,,,,,20.0
7036,Dragoon vs. Hussar,1986.0,2.0,10.0,2.0,10.0,2.0,10.0,12.0,,60.0,60.0,,,,,,,20.0,4.825,2.09329,,3.0,,,,,,,,War Game,Thomas R. Coveney,Don Hawthorne,,,,Balboa Game Company,60.0
7037,Domination,1986.0,2.0,6.0,2.0,6.0,2.0,6.0,,,90.0,90.0,,,,,,,4.0,4.75,1.47902,,,,,,,,,,,(Uncredited),,,,Components: Miniatures,Training Technologies,
7039,Clash of Eagles,1993.0,2.0,10.0,2.0,10.0,2.0,10.0,12.0,,120.0,120.0,,,,,,,26.0,6.46154,1.75917,,3.1429,,,,,,,,War Game,,,,,Series: Clash of Eagles (Camelot Games),Camelot,120.0
7040,Asia Crossroads: The Great Game,2003.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,18873.0,48.0,6.0875,1.89735,5.50698,2.75,,,,,,,,War Game,Joseph Miranda,,,,,Decision Games (I),120.0
7041,H-Hour,1976.0,2.0,20.0,2.0,20.0,2.0,20.0,12.0,,120.0,120.0,,,,,,,12.0,6.33333,1.96143,,2.0,,,,,,,,War Game,William A. Comito,,,,Continents: Europe,Balboa Game Company,120.0
7042,Hyper Battle,1981.0,2.0,3.0,2.0,3.0,2.0,3.0,12.0,,60.0,60.0,,,,,,,1.0,2.0,,,,,,,,,,,War Game,Rich Slabbekoorn,,,,Creatures: Aliens / Extraterrestrials,Future and Fantasy Games,
7043,Concrete Jungle,1985.0,2.0,16.0,2.0,16.0,2.0,16.0,12.0,,90.0,90.0,,,,,,,2.0,5.0,2.0,,2.0,,,,,,,,War Game,Greg Porter,,,,,Blacksburg Tactical Research Center,90.0
7044,Limit Up,1975.0,2.0,4.0,2.0,4.0,2.0,4.0,,,180.0,180.0,,,,,,,8.0,5.6875,1.4777,,,,,,,,,,,Perry J. Kaufman,,,,,The Willem Company,
7046,Push,1977.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,,10.0,10.0,,,,,,,29.0,5.27931,1.32934,,1.0,,,,,,,,Abstract Game,Gilbert Obermair,Gilbert Obermair,Pattern Building,Abstract Strategy,,Spear's Games,10.0
7047,The Mother Lode of Sticky Gulch,2003.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,30.0,30.0,,,,,,14445.0,77.0,6.2,1.6678,5.52751,1.8182,,,,,,,,,Scott Starkey,Scott Starkey,,,,Dogtown Games,30.0
7048,Big Top,2003.0,3.0,6.0,3.0,6.0,3.0,6.0,6.0,,60.0,60.0,,,,,,18717.0,103.0,5.66602,1.43185,5.50754,1.5,,,,,,,,,Ray Mulford,Alessandra Cimatoribus,Hand Management,,Theme: Circus,APE Games,60.0
7049,X-Men Deck the Mutants Card Game,1992.0,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,20.0,20.0,,,,,,,24.0,6.125,1.90531,,,,,,,,,,,Richard Borg,,,,,Pressman Toy Corp.,
7050,Quadriga,1973.0,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,20.0,20.0,,,,,,,11.0,5.0,1.26131,,1.6667,,,,,,,,Abstract Game,W. Jeromin,,Pattern Building,,,Pelikan,20.0
7051,"Kampfpanzer: Armored Combat, 1937-40",1973.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,120.0,120.0,,,,,,21156.0,109.0,5.69349,1.73499,5.49516,2.7,,,,,,,,War Game,Jim Dunnigan,,,,,"SPI (Simulations Publications, Inc.)",120.0
7052,Armada,1973.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,20.0,20.0,,,,,,,14.0,5.57143,0.979379,,2.0,,,,,,,,Abstract Game,Sicco von Hülst,,,,,Pelikan,20.0
7053,"Missile Boat: Tactical Combat On, Over and Beneath the Sea 1964-1984",1974.0,1.0,2.0,1.0,2.0,1.0,2.0,12.0,,120.0,120.0,,,,,,,15.0,6.26667,1.64181,,2.25,,,,,,,,War Game,David C. Isby,Al Zygier,,,,Rand Game Associates,120.0
7054,MiG Killers,1977.0,1.0,8.0,1.0,8.0,1.0,8.0,,,120.0,120.0,,,,,,,14.0,7.10714,2.21342,,2.0,,,,,,,,War Game,,,,,,Gamescience,120.0
7056,L.A. Lawless,1993.0,2.0,2.0,2.0,2.0,2.0,2.0,,,120.0,120.0,,,,,,,11.0,6.86364,1.56802,,2.75,,,,,,,,War Game,Joseph Miranda,,,,,Decision Games (I),120.0
7057,National Liberation Front,1983.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,10.0,10.0,,,,,,,12.0,6.69167,0.926875,,2.75,,,,,,,,War Game,"Larry Harris, Jr.",,,,,Harris Game Designs,10.0
7058,Nicaragua!,1988.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,,,,,,12530.0,95.0,6.45158,1.63088,5.53865,2.8,,,,,,,,War Game,,,,,,3W (World Wide Wargames),
7059,Mission Aloft,1977.0,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,,,,,,,3.0,4.0,1.41421,,,,,,,,,,War Game,William Streifer,,,,,Jim Bumpas,
7060,NORAD,1973.0,1.0,2.0,1.0,2.0,1.0,2.0,14.0,,15.0,30.0,,,,,,18361.0,37.0,6.46486,1.79191,5.50915,2.25,,,,,,,,War Game,,(Uncredited),,,,,22.5
